sentences,article,N_sentence,is_propaganda,affin_score
"In his eleven-page account, affirmed under oath, the Archbishop, marking a turning point in Church history, declares that senior Vatican officials, including former Secretaries of State Angelo Sodano and Tarcisio Bertone as well as Cardinal Óscar Andrés Rodríguez Maradiaga, coordinator of Pope Bergoglio’s “Council of Cardinals”, covered up McCarrick’s decades of sexual predation and that Bergoglio himself continued the coverup.
",783702663,3,non-propaganda,0.0
"This article was first written to address the neo-Catholic commentator Massimo Faggioli’s attempt , following the Pennsylvania grand jury report and the fall of ex-Cardinal Theodore McCarrick, to minimize the homosexual crisis in the Church and blunt the correlative rise of what he derides as “neo-traditionalism.” As my piece was about to go to press, however, EWTN’s National Catholic Register broke the explosive story on the written testimony of Archbishop Carlo Maria Viganò , former apostolic nuncio to the United States (2011 to 2016).
",783702663,4,propaganda,-1.0
"Faggioli’s propaganda piece now becomes merely illustrative of the points to be made here in light of this astonishing and indeed providential development.
",783702663,5,propaganda,-2.0
"Regarding Bergoglio, Viganò testifies that in 2013 he personally informed him about McCarrick’s history, the dossier of the Congregation for Bishops on his sexual crimes against boys and young men, and the disciplinary sanctions imposed upon him by Benedict XVI (forbidding residence in a seminary, public appearances and Masses).
",783702663,6,non-propaganda,-6.0
"Evidently already aware of these facts, however, Bergoglio not only rehabilitated McCarrick but made him a “trusted counselor” who advised the elevation of the pro-homosexual prelates Blase Cupich, Joseph Tobin and Kevin Farrell to the College of Cardinals and the prominent episcopal sees they now discredit.
",783702663,7,non-propaganda,4.0
"All of this happened before Bergoglio, bowing to worldwide public pressure, finally—only weeks ago—took decisive action against his “trusted counselor.” McCarrick had lobbied for Bergoglio’s election, along with Maradiaga and the infamous Cardinal Danneels, who covered up homosexual rape committed by a priest against his own nephew,has supported “same-sex marriage,” and advised the King of Belgium to sign a law legalizing abortion in 1990.
",783702663,8,propaganda,-1.0
"As Edward Pentin notes: “all 3 prelates have since been special advisors of Francis or rehabilitated by him.”
",783702663,9,propaganda,0.0
"Viganò concludes his testimony by declaring that all of the prelates involved (many others are implicated), including Bergoglio, should resign their offices for the good of the Church.
",783702663,10,non-propaganda,2.0
"As to Bergoglio in particular, he courageously states openly the truth that so many of his brethren know but fear to speak in public:
",783702663,11,non-propaganda,0.0
"I want to recall this indefectible truth of the Church’s holiness to the many people who have been so deeply scandalized by the abominable and sacrilegious behavior of the former Archbishop of Washington, Theodore McCarrick; by the grave, disconcerting and sinful conduct of Pope Francis and by the conspiracy of silence of so many pastors, and who are tempted to abandon the Church, disfigured by so many ignominies.
",783702663,12,propaganda,-9.0
"At the Angelus on Sunday, August 12, 2018 Pope Francis said these words: “Everyone is guilty for the good he could have done and did not do ...
",783702663,13,propaganda,0.0
"If we do not oppose evil, we tacitly feed it.
",783702663,14,propaganda,-3.0
"We need to intervene where evil is spreading; for evil spreads where daring Christians who oppose evil with good are lacking.” [emphasis in original] If this is rightly to be considered a serious moral responsibility for every believer, how much graver is it for the Church’s supreme pastor, who in the case of McCarrick not only did not oppose evil but associated himself in doing evil with someone he knew to be deeply corrupt.
",783702663,15,propaganda,-8.0
"He followed the advice of someone he knew well to be a pervert, thus multiplying exponentially with his supreme authority the evil done by McCarrick.
",783702663,16,propaganda,-1.0
"And how many other evil pastors is Francis still continuing to prop up in their active destruction of the Church!
",783702663,17,propaganda,-5.0
"[my emphasis] Francis is abdicating the mandate which Christ gave to Peter to confirm the brethren.
",783702663,18,non-propaganda,0.0
"Indeed, by his action he has divided them, led them into error, and encouraged the wolves to continue to tear apart the sheep of Christ’s flock.
",783702663,19,propaganda,0.0
"In this extremely dramatic moment for the universal Church, he must acknowledge his mistakes and, in keeping with the proclaimed principle of zero tolerance, Pope Francis must be the first to set a good example for cardinals and bishops who covered up McCarrick’s abuses and resign along with all of them.
",783702663,20,propaganda,-1.0
"[emphasis in original]
",783702663,21,non-propaganda,0.0
"Before he was papal nuncio in Washington, Viganò headed the Governorate of Vatican City State after having served as Nuncio in Nigeria, a Delegate for the Pontifical Representatives of the Secretary of State of the Holy See and a Member of the Disciplinary Commission of the Roman Curia.
",783702663,22,non-propaganda,0.0
"In those capacities he had access to documents and witnesses that corroborate his own firsthand testimony.
",783702663,23,non-propaganda,0.0
"With Viganò’s testimony, the widespread homosexual infiltration of the post-Vatican II hierarchy, from the top on down, now emerges mountainously into view, never to be buried again.
",783702663,24,propaganda,2.0
"Even before that testimony, however, the fall of McCarrick and the Pennsylvania grand jury report had already presented a Sisyphean task to neo-Catholic apologists for the decrepit Novus Ordo status quo and the ill-starred Council that launched its installation.
",783702663,25,propaganda,2.0
"Yet there is little doubt they will continue the same polemic that for nearly sixty years has doggedly defended every one of the ruinous “reforms” that have resulted in a debacle without equal in Church history, even considering the Arian crisis of the 4th century.
",783702663,26,propaganda,-4.0
"Those “reforms” included abandonment of the Vatican’s strict pre-conciliar instruction (1961) that “advancement to religious vows and ordination should be barred to those who are afflicted with evil tendencies to homosexuality or pederasty, since for them the common life and the priestly ministry would constitute serious dangers.” Today, neo-Catholic commentators, cowed by the demands of political correctness, refuse to state the simple truth that homosexuality is a perversion that precludes ordination as does any other grave psychological disorder.
",783702663,27,propaganda,-11.0
"Kill the Messenger
",783702663,28,propaganda,-3.0
"I suspect that not even Viganò’s historic testimony will change the neo-Catholic position.
",783702663,29,propaganda,-1.0
"Quite the contrary, I would expect the neo-Catholic commentariat either to ignore Viganò’s witness, explain away his revelations or, failing that, make every effort to smear the man.
",783702663,30,propaganda,-5.0
